0.12591,0.12135,0.099363,0.1023,0.099946,0.022179,0.018454,0.020656,0.49326,-0.24731,0.9085,0.10354,33.071,964.65,1000.1,14.972,15.949,15.125,31.851,21.003,44.129,27.791,2.2425,0.0075611
0.12576,0.12174,0.099336,0.10237,0.099948,0.022039,-0.0037193,0.020634,0.49329,-0.24731,0.913,0.090682,33.071,964.8,1000.1,14.98,15.92,15.125,31.851,21.009,44.142,27.791,2.1325,0.0075612
0.12625,0.12228,0.099622,0.10244,0.09995,0.022068,0.063515,0.020634,0.49332,-0.24731,0.93441,0.10813,33.071,964.94,1000.1,14.988,15.891,15.125,31.851,21.016,44.156,27.792,2.16,0.0075613
0.12659,0.12217,0.099783,0.10251,0.099965,0.022495,0.081396,0.020631,0.49334,-0.24731,0.95582,0.11247,33.071,965.09,1000.1,14.996,15.862,15.125,31.852,21.022,44.17,27.792,1.955,0.0075615
0.1265,0.12205,0.099673,0.10251,0.10002,0.022525,0.052071,0.020622,0.49337,-0.24731,0.97457,0.081223,36.187,965.23,1000.2,15.004,15.833,15.212,31.852,21.029,44.184,27.793,2.0075,0.0075616
0.12641,0.1219,0.099876,0.10239,0.10007,0.022272,0.12574,0.020612,0.4934,-0.24732,0.97961,0.15185,45.533,965.76,1000.2,15.012,15.803,15.47,31.852,21.036,44.198,27.793,2.1,0.0075617
0.12627,0.12164,0.10003,0.10248,0.10013,0.021869,0.14434,0.020604,0.49343,-0.24732,0.96476,0.099401,45.533,967.09,1000.2,15.02,15.774,15.47,31.852,21.042,44.211,27.794,2.0125,0.0075619
0.12597,0.12128,0.10002,0.10257,0.10018,0.02158,0.070667,0.020605,0.49345,-0.24732,0.94157,0.10029,45.533,967.31,1000.2,15.028,15.745,15.47,31.853,21.049,44.225,27.794,1.9775,0.007562
0.12561,0.12082,0.099983,0.10265,0.10023,0.021237,0.057077,0.020605,0.49348,-0.24732,0.92042,0.12445,45.533,967.53,1000.2,15.036,15.716,15.47,31.853,21.055,44.239,27.795,2.1275,0.0075621
0.12525,0.12092,0.099992,0.10274,0.10029,0.020829,0.082111,0.020593,0.49351,-0.24732,0.90703,0.099397,50.276,967.76,1000.2,15.043,15.686,15.431,31.853,21.062,44.253,27.795,2.085,0.0075623
0.12545,0.12105,0.10004,0.10278,0.10034,0.020876,0.073528,0.020589,0.49354,-0.24732,0.89864,0.12487,64.506,967.98,1000.2,15.051,15.657,15.313,31.853,21.069,44.267,27.796,1.93,0.0075624
0.1255,0.12072,0.099855,0.10268,0.10039,0.021198,0.02203,0.020586,0.49356,-0.24733,0.89025,0.065574,64.506,968.2,1000.2,15.059,15.628,15.313,31.854,21.075,44.281,27.797,2.105,0.0075625
