0.1217,0.11715,0.099956,0.1027,0.099122,0.017105,0.30599,0.021001,0.50189,-0.24702,0.82519,0.061889,19.957,976.57,998.84,18.943,18.975,17.837,34.547,20.725,43.13,28.007,2.06,0.014644
0.12175,0.11721,0.099986,0.10274,0.099155,0.017198,0.31029,0.021244,0.5019,-0.24702,0.82623,0.063428,20.106,976.52,998.84,18.935,18.971,17.915,34.538,20.717,43.003,28.007,2.03,0.014644
0.1218,0.11719,0.10009,0.10278,0.099189,0.017191,0.3296,0.021333,0.50192,-0.24702,0.82727,0.060779,20.106,976.47,998.84,18.927,18.967,17.915,34.53,20.71,42.875,28.006,2.105,0.014644
0.12186,0.11726,0.10005,0.10282,0.099223,0.017184,0.28811,0.021329,0.50193,-0.24702,0.83535,0.053942,20.106,976.42,998.84,18.919,18.963,17.915,34.522,20.702,42.801,28.006,2.05,0.014644
0.12192,0.1174,0.10006,0.1028,0.099257,0.017242,0.28239,0.021214,0.50195,-0.24702,0.85573,0.051825,32.798,976.37,998.84,18.911,18.96,17.918,34.514,20.695,42.778,28.006,1.935,0.014644
0.12175,0.11717,0.10026,0.10272,0.09929,0.017211,0.35105,0.020892,0.50196,-0.24702,0.87845,0.054429,45.491,976.32,998.84,18.903,18.956,17.924,34.506,20.688,42.835,28.006,1.965,0.014644
0.12181,0.11712,0.1002,0.10281,0.099298,0.017029,0.30242,0.020604,0.50198,-0.24702,0.89822,0.055697,45.491,976.27,998.84,18.895,18.952,17.931,34.497,20.68,42.971,28.005,2.175,0.014644
0.12223,0.11753,0.099879,0.10284,0.09928,0.017298,0.25092,0.0205,0.50199,-0.24702,0.91543,0.05563,45.491,976.22,998.84,18.887,18.949,17.937,34.489,20.673,43.107,28.005,2.15,0.014644
0.12268,0.11805,0.099682,0.10265,0.099271,0.017884,0.26665,0.020468,0.50201,-0.24702,0.92291,0.055563,45.491,976.17,998.84,18.879,18.945,17.943,34.481,20.665,43.184,28.005,2.145,0.014644
0.12286,0.1183,0.099724,0.10245,0.09927,0.018338,0.25521,0.020464,0.50202,-0.24702,0.91754,0.055495,37.233,976.12,998.83,18.871,18.941,17.852,34.473,20.658,43.2,28.005,2.325,0.014645
0.123,0.1184,0.099879,0.10255,0.099269,0.018463,0.25664,0.020487,0.50204,-0.24702,0.9065,0.055428,28.976,976.14,998.83,18.863,18.938,17.758,34.465,20.651,43.217,28.004,2.15,0.014645
0.12298,0.11846,0.10003,0.10259,0.099268,0.018452,0.2781,0.020604,0.50205,-0.24703,0.89623,0.048917,28.976,976.22,998.83,18.855,18.934,17.758,34.456,20.643,43.234,28.004,2.15,0.014645
0.12283,0.11835,0.10019,0.10252,0.099267,0.018317,0.311,0.020795,0.50207,-0.24703,0.89219,0.053378,28.976,976.31,998.83,18.847,18.93,17.758,34.448,20.636,43.223,28.004,2.23,0.014645
0.12288,0.11833,0.10021,0.10269,0.099266,0.018134,0.29097,0.020931,0.50208,-0.24703,0.90214,0.051528,28.976,976.4,998.83,18.839,18.926,17.758,34.44,20.629,43.183,28.004,2.185,0.014645
0.12305,0.11843,0.10009,0.10282,0.099275,0.018218,0.2545,0.020983,0.5021,-0.24703,0.92059,0.051209,30.208,976.48,998.83,18.831,18.923,17.868,34.432,20.621,43.144,28.003,2.125,0.014645
0.12319,0.11852,0.10012,0.10276,0.099294,0.018303,0.27595,0.020991,0.50211,-0.24703,0.92932,0.054604,31.441,976.57,998.83,18.823,18.919,17.978,34.424,20.614,43.105,28.003,2.01,0.014645
0.123,0.11848,0.10031,0.10273,0.099312,0.018239,0.29741,0.02098,0.50213,-0.24703,0.92128,0.055334,31.441,976.66,998.83,18.815,18.915,17.978,34.415,20.606,43.066,28.003,2.1,0.014645
0.12292,0.11844,0.10033,0.10284,0.09933,0.018174,0.31887,0.020967,0.50214,-0.24703,0.90622,0.063464,31.441,976.74,998.83,18.807,18.912,17.978,34.407,20.599,43.027,28.003,2.285,0.014645
0.12295,0.1184,0.10016,0.1029,0.099349,0.018258,0.28382,0.020958,0.50216,-0.24703,0.89505,0.060114,31.441,976.77,998.83,18.799,18.908,17.978,34.399,20.592,43.01,28.002,2.355,0.014645
0.12314,0.1185,0.10015,0.1029,0.099367,0.018304,0.25521,0.020953,0.50217,-0.24703,0.88776,0.056763,38.709,976.75,998.83,18.791,18.904,17.915,34.391,20.584,43.015,28.002,2.23,0.014645
0.12329,0.11866,0.1003,0.1029,0.099385,0.018312,0.27953,0.020945,0.50219,-0.24703,0.88048,0.053412,45.977,976.73,998.83,18.783,18.9,17.852,34.383,20.577,43.021,28.002,2.155,0.014645
0.12311,0.1186,0.10045,0.1029,0.099436,0.018225,0.2781,0.020939,0.5022,-0.24703,0.87319,0.052188,45.977,976.71,998.83,18.775,18.897,17.852,34.374,20.569,43.026,28.002,2.1,0.014645
0.12298,0.11844,0.10052,0.10295,0.099519,0.018042,0.27095,0.020925,0.50222,-0.24703,0.86591,0.053091,45.977,976.68,998.83,18.767,18.893,17.852,34.366,20.562,43.031,28.001,2.015,0.014645
0.12329,0.11859,0.10035,0.10303,0.09956,0.018089,0.26236,0.020913,0.50223,-0.24703,0.86606,0.053993,34.207,976.66,998.83,18.759,18.889,17.852,34.358,20.555,43.037,28.001,2.065,0.014645
0.12365,0.11852,0.10021,0.10299,0.09956,0.018366,0.2595,0.020904,0.50225,-0.24703,0.87364,0.054896,22.437,976.64,998.83,18.751,18.886,17.852,34.35,20.547,43.042,28.001,2.05,0.014645
0.12399,0.11876,0.10025,0.10291,0.09956,0.018229,0.29813,0.020887,0.50226,-0.24703,0.88122,0.055799,22.437,976.62,998.83,18.743,18.882,17.852,34.36,20.54,43.047,28.001,2.195,0.014645
0.12416,0.11936,0.10022,0.10291,0.09956,0.018547,0.2781,0.020878,0.50228,-0.24703,0.89383,0.056702,22.437,976.5,998.83,18.735,18.878,17.852,34.375,20.533,43.053,28,2.345,0.014645
0.12418,0.11946,0.10024,0.10291,0.09956,0.019125,0.24949,0.020872,0.50229,-0.24703,0.90803,0.062359,22.437,976.3,998.82,18.727,18.874,17.852,34.375,20.525,43.058,28,2.19,0.014645
0.12434,0.11957,0.10039,0.10291,0.099574,0.019096,0.29526,0.020866,0.50231,-0.24703,0.91666,0.059015,36.364,976.1,998.82,18.719,18.871,17.837,34.376,20.518,43.063,28,2.03,0.014645
